05/10/2016;138;B;SDR;4,50770000;4,50860000;1,39330000;1,39330000
05/10/2016;139;A;MAD;0,33100000;0,33370000;9,69700000;9,77500000
05/10/2016;145;A;AED;0,88070000;0,88110000;3,67240000;3,67340000
05/10/2016;148;A;STD;0,00014360;0,00015250;21223,00000000;22537,00000000
05/10/2016;150;B;AUD;2,46430000;2,46540000;0,76170000;0,76190000
05/10/2016;155;A;BSD;3,23530000;3,23590000;1,00000000;1,00000000
05/10/2016;160;A;BMD;3,23530000;3,23590000;1,00000000;1,00000000
05/10/2016;165;A;CAD;2,45470000;2,45610000;1,31750000;1,31800000
05/10/2016;170;A;GYD;0,01546000;0,01592000;203,21000000;209,21000000
05/10/2016;173;A;NAD;0,23580000;0,23590000;13,71480000;13,71860000
05/10/2016;175;A;BBD;1,60960000;1,61800000;2,00000000;2,01000000
05/10/2016;180;A;BZD;1,60960000;1,63430000;1,98000000;2,01000000
05/10/2016;185;A;BND;2,36020000;2,36230000;1,36980000;1,37080000
05/10/2016;190;A;KYD;3,89800000;3,94620000;0,82000000;0,83000000
05/10/2016;195;A;SGD;2,36100000;2,36160000;1,37020000;1,37030000
05/10/2016;197;B;CLF;127,49350000;127,51710000;39,40700000;39,40700000
05/10/2016;200;B;FJD;1,54490000;1,57750000;0,47750000;0,48750000
05/10/2016;205;A;HKD;0,41700000;0,41710000;7,75720000;7,75820000
05/10/2016;210;A;TTD;0,48220000;0,48590000;6,65950000;6,70950000
05/10/2016;215;A;XCD;1,18940000;1,20290000;2,69000000;2,72000000
05/10/2016;220;A;USD;3,23530000;3,23590000;1,00000000;1,00000000
05/10/2016;230;A;JMD;0,02516000;0,02528000;128,01000000;128,59000000
05/10/2016;235;A;LRD;0,03406000;0,03595000;90,00000000;95,00000000
05/10/2016;245;B;NZD;2,31970000;2,32110000;0,71700000;0,71730000
05/10/2016;250;B;SBD;0,40380000;0,43070000;0,12480000;0,13310000
05/10/2016;255;A;SRD;0,42450000;0,42740000;7,57100000;7,62100000
05/10/2016;260;A;VND;0,00014490;0,00014530;22275,00000000;22335,00000000
05/10/2016;275;A;AMD;0,00681600;0,00684600;472,66000000;474,66000000
05/10/2016;295;A;CVE;0,03282000;0,03319000;97,49000000;98,59000000
05/10/2016;325;A;ANG;1,80740000;1,82820000;1,77000000;1,79000000
05/10/2016;328;A;AWG;1,78750000;1,80780000;1,79000000;1,81000000
05/10/2016;345;A;HUF;0,01187000;0,01189000;272,22000000;272,45000000
05/10/2016;363;A;CDF;0,00330800;0,00334300;968,00000000;978,00000000
05/10/2016;365;A;BIF;0,00192000;0,00194900;1660,08000000;1685,08000000
05/10/2016;368;A;KMF;0,00735400;0,00737200;438,95000000;439,95000000
05/10/2016;370;A;XAF;0,00545800;0,00552500;585,70000000;592,82000000
05/10/2016;372;A;XOF;0,00542600;0,00552400;585,83000000;596,24000000
05/10/2016;380;A;XPF;0,03027000;0,03061000;105,73000000;106,87000000
05/10/2016;390;A;DJF;0,01807000;0,01828000;177,03000000;179,07000000
05/10/2016;398;A;GNF;0,00035350;0,00035750;9052,00000000;9152,00000000
05/10/2016;406;A;MGA;0,00102900;0,00104300;3103,00000000;3143,00000000
05/10/2016;420;A;RWF;0,00399600;0,00403200;802,61000000;809,61000000
05/10/2016;425;A;CHF;3,31080000;3,31280000;0,97680000;0,97720000
05/10/2016;440;A;HTG;0,04903000;0,05024000;64,40980000;65,98690000
05/10/2016;450;A;PYG;0,00057880;0,00058040;5575,72000000;5589,53000000
05/10/2016;460;A;UAH;0,12500000;0,12520000;25,84000000;25,89000000
05/10/2016;470;A;JPY;0,03124000;0,03126000;103,51000000;103,56000000
05/10/2016;482;A;GEL;1,35940000;1,39480000;2,32000000;2,38000000
05/10/2016;490;A;ALL;0,02629000;0,02647000;122,23000000;123,04000000
05/10/2016;495;A;HNL;0,14170000;0,14230000;22,74000000;22,84000000
05/10/2016;500;A;SLL;0,00056810;0,00057840;5595,00000000;5695,00000000
05/10/2016;503;A;MDL;0,16340000;0,16420000;19,70500000;19,80500000
05/10/2016;506;A;RON;0,81120000;0,81220000;3,98400000;3,98830000
05/10/2016;510;A;BGN;1,85160000;1,85240000;1,74690000;1,74730000
05/10/2016;530;B;GIP;4,10620000;4,10730000;1,26920000;1,26930000
05/10/2016;535;A;EGP;0,36430000;0,36440000;8,87990000;8,88000000
05/10/2016;540;B;GBP;4,12210000;4,12450000;1,27410000;1,27460000
05/10/2016;545;B;FKP;4,10560000;4,10960000;1,26900000;1,27000000
05/10/2016;560;A;LBP;0,00214300;0,00215100;1504,40000000;1509,40000000
05/10/2016;570;B;SHP;4,15900000;4,16620000;1,28550000;1,28750000
05/10/2016;575;A;SYP;0,00624800;0,00625600;517,25000000;517,85000000
05/10/2016;585;A;SZL;0,23590000;0,23610000;13,70550000;13,71550000
05/10/2016;603;A;LSL;0,23590000;0,23610000;13,70550000;13,71550000
05/10/2016;608;A;TMT;0,92580000;0,92870000;3,48450000;3,49450000
05/10/2016;622;A;MZN;0,04176000;0,04187000;77,28000000;77,48000000
05/10/2016;625;A;ERN;0,20100000;0,20740000;15,60000000;16,10000000
05/10/2016;630;A;NGN;0,01060000;0,01064000;304,20000000;305,20000000
05/10/2016;635;A;AOA;0,01944000;0,01960000;165,06700000;166,41700000
05/10/2016;640;A;TWD;0,10280000;0,10290000;31,45400000;31,46400000
05/10/2016;642;A;TRY;1,05780000;1,05880000;3,05630000;3,05840000
05/10/2016;660;A;PEN;0,95010000;0,95120000;3,40200000;3,40530000
05/10/2016;665;A;BTN;0,04864000;0,04866000;66,50500000;66,51500000
05/10/2016;670;A;MRO;0,00896200;0,00916700;353,00000000;361,00000000
05/10/2016;680;B;TOP;1,43610000;1,55100000;0,44390000;0,47930000
05/10/2016;685;A;MOP;0,40450000;0,40540000;7,98200000;7,99800000
05/10/2016;706;A;ARS;0,21320000;0,21330000;15,17200000;15,17500000
05/10/2016;715;A;CLP;0,00486200;0,00486500;665,17000000;665,47000000
05/10/2016;720;A;COP;0,00108700;0,00108800;2975,02000000;2977,02000000
05/10/2016;725;A;CUP;3,23530000;3,23590000;1,00000000;1,00000000
05/10/2016;730;A;DOP;0,07020000;0,07075000;45,74000000;46,09000000
05/10/2016;735;A;PHP;0,06701000;0,06705000;48,26300000;48,28300000
05/10/2016;741;A;MXN;0,16810000;0,16810000;19,24500000;19,25200000
05/10/2016;745;A;UYU;0,11400000;0,11420000;28,34000000;28,39000000
05/10/2016;755;B;BWP;0,30640000;0,30940000;0,09470000;0,09560000
05/10/2016;760;A;MWK;0,00451000;0,00454200;712,38000000;717,38000000
05/10/2016;766;A;ZMW;0,32980000;0,33050000;9,79000000;9,81000000
05/10/2016;770;A;GTQ;0,43060000;0,43080000;7,51100000;7,51400000
05/10/2016;775;A;MMK;0,00254800;0,00255000;1269,00000000;1270,00000000
05/10/2016;778;B;PGK;0,99650000;1,04520000;0,30800000;0,32300000
05/10/2016;779;A;HRK;0,48200000;0,48250000;6,70600000;6,71280000
05/10/2016;780;A;LAK;0,00039790;0,00040000;8090,00000000;8130,00000000
05/10/2016;785;A;ZAR;0,23580000;0,23600000;13,71160000;13,72230000
05/10/2016;795;A;CNY;0,48470000;0,48530000;6,66850000;6,67470000
05/10/2016;796;A;CNH;0,48290000;0,48310000;6,69850000;6,69960000
05/10/2016;800;A;QAR;0,88830000;0,88870000;3,64120000;3,64210000
05/10/2016;805;A;OMR;8,39470000;8,41370000;0,38460000;0,38540000
05/10/2016;810;A;YER;0,01293000;0,01294000;249,98000000;250,28000000
05/10/2016;815;A;IRR;0,00010760;0,00010770;30055,00000000;30060,00000000
05/10/2016;820;A;SAR;0,86230000;0,86270000;3,75100000;3,75200000
05/10/2016;825;A;KHR;0,00078350;0,00079550;4067,67000000;4129,33000000
05/10/2016;828;A;MYR;0,78110000;0,78260000;4,13500000;4,14200000
05/10/2016;830;A;RUB;0,05179000;0,05182000;62,43930000;62,46700000
05/10/2016;831;A;BYN;1,68590000;1,68890000;1,91600000;1,91900000
05/10/2016;835;A;TJS;0,41050000;0,41110000;7,87050000;7,88050000
05/10/2016;840;A;MUR;0,09106000;0,09185000;35,23000000;35,53000000
05/10/2016;845;A;NPR;0,03021000;0,03050000;106,10000000;107,10000000
05/10/2016;850;A;SCR;0,24280000;0,24660000;13,12440000;13,32440000
05/10/2016;855;A;LKR;0,02203000;0,02215000;146,10000000;146,85000000
05/10/2016;860;A;INR;0,04861000;0,04864000;66,53160000;66,55160000
05/10/2016;865;A;IDR;0,00024890;0,00024900;12995,00000000;13000,00000000
05/10/2016;870;A;MVR;0,20660000;0,21500000;15,05000000;15,66000000
05/10/2016;875;A;PKR;0,03096000;0,03098000;104,46000000;104,51000000
05/10/2016;880;A;ILS;0,85470000;0,85710000;3,77550000;3,78550000
05/10/2016;892;A;KGS;0,04742000;0,04764000;67,93000000;68,23000000
05/10/2016;893;A;UZS;0,00106000;0,00106300;3043,00000000;3053,00000000
05/10/2016;905;A;BDT;0,04115000;0,04129000;78,37000000;78,62000000
05/10/2016;912;B;WST;1,25590000;1,32670000;0,38820000;0,41000000
05/10/2016;913;A;KZT;0,00972500;0,00973000;332,56000000;332,67000000
05/10/2016;915;A;MNT;0,00141400;0,00142100;2278,00000000;2288,00000000
05/10/2016;920;A;VUV;0,03029000;0,03088000;104,80000000;106,80000000
05/10/2016;930;A;KRW;0,00289700;0,00290300;1114,65000000;1116,66000000
05/10/2016;946;A;TZS;0,00147800;0,00148500;2179,00000000;2189,00000000
05/10/2016;950;A;KES;0,03192000;0,03199000;101,15000000;101,35000000
05/10/2016;955;A;UGX;0,00095020;0,00095310;3395,00000000;3405,00000000
05/10/2016;960;A;SOS;0,00555900;0,00562800;575,00000000;582,00000000
05/10/2016;975;A;PLN;0,84250000;0,84270000;3,83980000;3,84030000
05/10/2016;978;B;EUR;3,62160000;3,62260000;1,11940000;1,11950000
05/10/2016;998;A;XAU;131,73050000;131,75490000;0,02456000;0,02456000
